index,Personnage,Réplique
548,Perceval," Par contre pas un mot là, sinon la porte. Bon là y en a pas, mais ce n'est pas la première fois qu'on fabrique une porte à la dernière minute pour virer un petit trou de balle qui fait son malin."
549,Perceval," Progressif... N'oubliez pas, dans la casse, le plus important, c'est les suites d'épaisseurs ... Bûche de 10, Bûche de 16; Bûche de 32, Bûbûche, Bibuchette, et re-Bûche de 6 !!!"
550,Perceval," On a une autorité naturelle, il faut en profiter... J'suis sûr que même à poil on ferait toujours chef !"
551,Perceval," Votre femme, si j'avais pas la flemme de descendre de là, elle aurait pris mon pied dans son cul depuis un moment. Parce y'a un truc qu'on oublie quand on parle de retirer Excalibur : c'est le respect au Roi Arthur! Et le respect au Roi Arthur je remarque que Madame en avait un peu plus quand elle était dans son PLUMARD !!"
552,Perceval," Allez, y'a plein de bruit, là ! Si ça se trouve c'est bourré d'oiseaux venimeux. Y'en a des rouges, des jaunes, des re-rouges et des pourpres ! Y bouffent que des noisettes et des escalopes de veau. Et quand ils vous donnent un coup de bec vous voyez une grande lumière et ça vous donne la diarrhée !"
553,Perceval," Nan mais je l'ai déjà impressionné, moi ! Je lui ai expliqué une nouvelle technique de combat : on se bat à moitié à mains nues, et à moitié avec du calcium. J'peux vous dire il faisait moins le malin !"
554,Perceval," Non mais Sire, faut pas prendre ce qu'on dit au sérieux, vous savez bien qu'on est des cons, nous."
555,Perceval, La patience est un plat qui se mange sans sauce.
556,Perceval," Evidemment qu'il est pas mort, ça fait dix ans que je vous le dit, gros salsifis !"
557,Perceval, Glandussss ! [...] La patrouille de Kaamelott c'est des glanduuuus !
558,Perceval," On est en souterrain, parce que c'est classe !"
559,Perceval," (Ils sont ou les semi croustillant ? Sur la Bretagne ?) Non mes petits coqs en pâte, ils sont sous la Bretagne !"
560,Perceval," C’est pas parce que le tunnel va de notre quartier général à Kaamelott qu’elle va de Kaamelott à notre quartier général !
"
561,Roparzh," Ah bah on parle pas la même chose ! Moi j’connais mon métier ! C’est pas compliqué, faites une visite chez lui vous verrez ! Y a un signe qui trompe pas : toutes ses bêtes sentent la pisse ! Et puis fort ! Déjà vous passez devant son portail, ça vous prend le museau là ! Nan, c’est pas du boulot."
562,Roparzh," Je vais le tuer, Sire ! Je vais tellement si tant y taper sa gueule qu'il va décéder !"
563,Roparzh," Qu'est-ce qu'il a, l'bourgeois ? Il a les yeux qui piquent ?"
564,Roparzh, Qu'est-ce que vous voulez-vous insinuyer Sire ?
565,Roparzh," Oui bien sûr, C'est au sujet de quoi t'est-ce ?"
566,Roparzh, Non mais faut rentrer chez vous là m'sieur ! Faut laisser travailler les honnêtes paysans ! Sans ça vous allez ramasser des fourches dans le cul !
567,Roparzh, Oh ben merde ! La tuile ! Ch'uis ben confus ! Eh ben votre poule elle est entièrement décédée ! J'ai retiré la tête du reste pas plus tard que ce matin ! J'espère que ça va pas vous faire défaut !
568,Roparzh, Mais tout à fait ! Eh ben je dirais également que le genou peut partir dans les noix de manière assez soudaine et que ça pourrait éventuellement vous faire sortir les baloches par les oreilles. N'y voyez aucune malice !
569,Roparzh," Mais tout à fait ! En parlant de... d'antidote hein, je souhaiterais vous suggérer un endroit où vous pourriez éventuellement vous le carrer... en vous remerciant !"
570,Roparzh, Non mais vous croyez pas qu'j'marche au sifflet ! Mais qu'est-ce que j'en ai à foutre de vos horaires ? J'arrive quand j'arrive et puis c'est tout.
571,Roparzh," Bon ben je vous préviens, je vous écoute 30 secondes pas une de plus. Si il y a un mot plus haut que l'autre, je vous mets toute la tartine dans la gueule et je rentre chez moi, j'ai pas que ça à glander."
572,Roparzh," Ah bah non ! On va leur foutre deux, trois pierres dans la gueule et on va allumer des incendies... Mais faut pas déconner, ils y sont pour rien."
573,Roparzh," C'est bizarre, d'habitude il y a un gros con a moustache qui se présente et qui dit que la cabane est a lui."
574,Roparzh, Commencez pas à noyer la peau de l’ours avant d’avoir vendu le poisson.
575,Roparzh," Je vous donnerai la main, j'en ai une aussi de masse moi aussi, comme ça j'en profiterai pour vous en mettre un coup dans la gueule, c'est pas bien méchant ! "
576,Roparzh," Quand j'étais jeune, je pouvais faire rentrer un pigeon directement dans la bouteille sans la casser... C'est pas compliqué, vous prenez un pigeon, vous y faites sécher jusqu'à qu'ce soit presque friable. Après vous y mettez sur les... sur la branche de prunier, autour de la fleur... Comme ça la poire elle pousse directement à l'intérieur du pigeon séché, et avec le liquide... ça gon... ça gonfle heu... et ça fait r'prende une... heu... ça fait r'prende une forme de pigeon."
577,Roparzh," Notre souverain, -rain -rain !"
578,Roparzh," I faut faire tenir un balai en équilibre sur le pif pour s'faire servir ici, ou quoi qu'ce soiye ?"
579,Roparzh, Vous pouvez pas vous les compter vous-même vos points ? Faut forcément qu'on vous tienne le zizi ?
580,Roparzh," Ce soir, j'rentre à ma ferme, j'empoisone toutes mes bêtes même les petites, je fous le feu à mes récoltes, et je tue ma femme !"
581,Dame Séli," Des bons à rien, j’en ai vu, mais le coup de la Table Ronde, alors là… C’est le rendez-vous des mains dans les poches."
582,Dame Séli," Il y en a marre de se comporter comme des sagouins avec tout le monde, sous prétexte qu’on a des responsabilités !"
583,Dame Séli," Votre gendre. Eh ben, il a peur du noir !…"
584,Dame Séli,"  À l'heure qu'il est, dans la chambre de votre fille, il y a un tigre, une bête déchaînée ! Le petit prince est en marche, et qu'est-ce qu'on dit ? Merci mamie !"
585,Dame Séli," Vous je vous demande pas de me soutenir, ça serait miraculeux !"
586,Dame Séli, Ah mais c'est vous qui m'cassez la tête ! Vous devriez être fier d'avoir un fils un peu moins bourrin qu'la moyenne !
587,Dame Séli, Comment j'ai fait pour élever cette gamine sans m'apercevoir qu'elle avait peur des oiseaux moi ?!
588,Dame Séli," Une fois j’ai craché sur les pompes de l’empereur Justinien, alors je vais pas me gratter pour l’un de ses sous-fifres !"
589,Dame Séli, Vous vous prenez peut-être pour une statue grecque ?
590,Dame Séli," De toutes façons, dans votre bled on peut pas faire trois pas sans tomber sur un site magique alors, s'il fallait sauter par dessus à chaque fois !"
591,Dame Séli,"  Oh bah vous non hein, c'est sûr ! En trente ans vous avez pas été foutu d'apprendre à dire ""merci"" !"
592,Dame Séli, Y’a pas d’équivoque ! Vous êtes un franchement un bourrin dans toutes circonstances !
593,Dame Séli, Mais je compte pas la choper en pleine course! Je vais la distraire avec du fromage !
594,Dame Séli, Eh ben oui voilà la partie moche ! Et estimez-vous heureuse d'recevoir quelque chose !
595,Dame Séli," Oh ! Ben c’était des pecnots, quoi ! Ils étaient sales !"
596,Dame Séli," Quand vous vous l'vez pour bouffer, vous me réveillez, vous bougez, vous allumez les bougies, vous toussez, bref ! Vous ignorez mon existence ! [...] Eh ben là, pas un bruit, pas un mouvement, tout dans le furtif. Vous avez glissé du pageot comme un pet sur une plaque de verglas !"
597,Dame Séli," Ou vous m'expliquez pourquoi vous rasez les murs comme un évadé de cachot, ou vous prenez ma main dans le pif !"
598,Dame Séli, Bohort il a une femme ! Vous pouvez me la refaire sans trembler des genoux celle-là ?
599,Dame Séli," Le jour où vous serez à même de comprendre les rouages d'une monarchie, on aura soin de venir vous demander votre avis. En attendant, vous faites ce qu'on vous dit, ET VOUS LA BOUCLEZ !"
600,Dame Séli," Soit vous fabriquez séance tenante une potion de fécondité qui fonctionne mieux que vos flacons de pisse habituels, soit mon mari ici présent se fera un plaisir d'outrepasser la hiérarchie et de vous mettre une trempe maison !"
601,Dame Séli," Alors, le ratichon ! On a un p'tit creux ?"
602,Dame Séli," Les placards sont fermés ! Vous allez retourner dans votre canfouine, au trot, et si la faim persiste, mangez des moustiques : c'est nourrissant, ça coûte rien, et ça débarrasse !"
603,Dame Séli," Des fuites ? Apprenez qu'avec le budget bouffe de Kaamelott, y'a de quoi lever une armée parallèle et envahir la moitié du monde connu."
604,Dame Séli,"  Jouez pas au con ! Dans votre branche, on fait pas vœu de bouffer léger, quelque chose comme ça ?"
605,Dame Séli," Je vais vous la faire à la cantonade dans le genre tragédie grecque, tâchez de vous partager ça au mieux : LA BOUFFE EST INTERDITE EN DEHORS DES HEURES DES REPAS !!!"
606,Dame Séli," Les reines, y en a deux sortes : les chefs d'état et les gourdasses. Je vous le dis tout de suite, notre fille fait partie de la deuxième catégorie."
607,Dame Séli," Tout le monde le sait, en Carmélide, que vous êtes une patate. Seulement, ça passe parce que les gens savent que c'est moi qui tire les ficelles dans l'arrière boutique."
608,Dame Séli," Oh bah c'est normal ça, moi si j'avais foutu un royaume en l'air et qu'la pérennité d'une civilisation tout entière était remise en question à cause de mes p'tites coucheries, moi non plus j'me sentirais pas bien…"
609,Dame Séli," Admirez-nous un peu après trente ans de souplesse… Trente ans d’éducation laxiste !… Entre la fille princesse qui abandonne le trône pour mettre les bouts dans la forêt avec un jean-foutre et le fils chevalier qui sait pas tenir sa cuillère et qui est pas foutu de se lever avant midi, vous verrez qu’à force d’être souples, on va finir par passer définitivement pour des romanos ! Et ils se sont pas levés !"
610,Dame Séli," Je vous préviens, la matinée a eu sa bonne dose de pignoufs, je suis plus que crevée... Alors je préconise un déjeuner dans le calme."
611,Dame Séli," C'est des tartes dans le museau qu'elles cherchent, les sœurs Tape-Dur ?"
612,Dame Séli," C'est qu'elles nous accuseraient de conspiration, les siamoises !"
613,Dame Séli," Si les dieux avaient dû être de notre côté, ils nous auraient pas refilé des enfants comme vous."
614,Dame Séli," Votre petit train-train quotidien de reine de Bretagne. Quand je pense à toutes les pécores qui se couperaient les mains pour avoir le tiers de vos soucis, ma pauvre !"
615,Dame Séli," Si vous préférez retourner dans votre cabane de trappeur avec votre dégénéré de Lancelot, libre à vous !"
616,Dame Séli," Nous aussi, on vous aime. A partir du moment où vous gardez vos miches sur le trône et où vous foutez pas l'camp dès qu'un blondinet vous fait d'l'œil."
617,Dame Séli," Y a pas si longtemps vous aviez un enchanteur qui s’appelait Merlin. Vous vous souvenez ? A force d’être traité comme une sous-merde il a foutu le camp, et bah ça ça fait partie des trois bricoles qu’il a pas prises avec lui. C’est des abricots vieux de trois ans, conservés selon un processus qu’il a inventé et dont il a jamais pu vous parler, parce que vous aviez pas le temps !"
618,Dame Séli," Bah voilà. Finalement ce serait peut-être pas mal que ce soit le duc qui retire l’épée, il se comporterait peut-être un peu moins comme un fumier !"
619,Dame Séli, Vous vous étonnerez pas si vous ressentez une vive douleur sur le sommet du crâne. C’est sûrement que vous aurez pris le plat à gigot dans la tronche !
620,Dame Séli," Quand on vous propose du pognon, vous prenez. C'est comme ça, c'est tout, c'est la règle, c'est simple. Et si dans un second temps, vous tenez absolument à réfléchir, bah rien ne vous empêche de vous amuser. Mais d'abord, crrrr !"
621,Le tavernier," Sire, si vous me les enlevez, c’est un tiers de mes revenus qui fout le camp. Parce qu’ils font pas que boire ! Ils mangent là un jour sur deux …"
622,Le tavernier," Ben moi, je sais pas si c’est de naissance ou quoi, mais la vue du bourgeois, ça me fait de l’aérophagie."
623,Le tavernier," Entre le roi Arthur qui est pas capable de dénicher son Graal, et la reine qui est con comme une chaise…"
624,Le tavernier," La seule solution pour que ce soye encore plus sale, ça serait de demander aux clients de chier directement par terre ! Je vois que ça."
625,Le tavernier," Ah non, ce soir c'est beaucoup du clodo, mais c'est pas ceux-là de votre équipe."
626,Le tavernier, Et deux jus de pomme qui piquent !
627,Le tavernier," C'est pour ça que j'ai jamais été rien réclamer à Kaamelott. Déjà, j'aime pas bien aller pleurnicher. Je bricole mes combines dans mon coin. Je préfère aller « excroquer », plutôt que d'embêter autrui. Vous voyez ?"
628,Le tavernier," BAH SI VOUS VOULEZ PAS PASSER POUR DES CLODOS, COMMENCEZ PAR ÉPONGER VOTRE ARDOISE !"
629,Le tavernier," Quand je vois le coup de pompe aux miches que va prendre le chiffre d'affaires, et bah j'ai envie de dire chapeau, pis j'ai envie de dire merci."
630,Le tavernier," Hé bah allez, une journée d’plus en moins. On va aller dormir et pis demain on recommence. Je peux vous dire que tavernier, c’est pas une sinécure."
631,Le tavernier," Euh dites, dans ceux que vous avez choisis, il y en a déjà qui commencent a dégobiller sur le plancher, qu'est ce que je fais ?"
632,Le tavernier," Ah non mais moi la dignité je suis drôlement pour hein, je vais même vous dire au nom de la dignité je suis prêt à vous donner toutes les chambres que vous voulez ! La seule chose que je vous demande c’est de les payer, c’est tout !"
633,Venec," Sinon, pour rester sur le thème du pied, il y a ça: vous serrez la vis jusqu'à ce que vous entendiez le bruit de l'os."
634,Venec," De temps en temps on tombe sur un farfelu qui croit qu'il a inventé l'eau chaude mais le plus souvent, c'est l'adaptation d'un modèle existant."
635,Venec," Si vous aimez ; j'ai ça, c'est pour arracher les noix [Bohort : Les noix... Les fruits ?] Ah, non, les noix... les noix."
636,Venec, Viens voir biquette ! tortille un peu du fion pour le roi Arthur !
637,Venec," C'est un pote pirate qui me les ramène des îles d'Irlande, par contre c'est des cagaudes hein faut pas leur demander de compter jusqu'à dix."
638,Venec," Si on les invite et qu’y a pas d’femmes, vous allez fédérer mes couilles…"
639,Venec," Ben, tout ce qui est niveau de prestations, finitions, déco... Ben ouais, si vous voulez que ça ait de la gueule, faut définir un style, une ambiance... Bon, par exemple, on peut faire genre sobre, avec des teintes unies, pierres apparentes... Ou alors, on donne dans le plus chaud, tentures colorées, statues de gonzesses à poil... Ben quoi ?"
640,Venec, Je vous ai déjà dit que je prête du pognon à des taux vraiment pas dégueulasses ?
641,Venec, Des bandits ? Nooon... Des gars futés !
642,Venec," Si ils sont de sang royal, le bon coup pour se faire un gros paquet de blé, ce serait de les vendre."
643,Venec,"  Ah ouais, ben si vous faites n’importe quoi la justice, on s’en sortira pas, c’est sûr."
644,Venec," Mais j’fais toujours esclaves ! J’ai un dépôt-vente sur la côte ! Mais c’est complémentaire avec la cathédrale. Si j’ai un coup de bourre sur l’chantier, j’renforce mon équipe avec du chinetoque ou du bouquaque, selon ce que j’ai en stock sur le moment, comme ça je suis jamais pris de court !"
645,Venec," Ah. Ah ben ça, ça vous pendait au nez. C’est un vrai fromage à trous, là, votre baraque : y’a pas une porte qui ferme, les gardes sont toujours en train de roupiller…"
646,Venec," Moi, officiellement, j’suis censé vendre du miel ! Comme ça, en cas de contrôle, tac ! Trois étalages de miel en-dessous de la boutique, et les esclaves, j’les accuse de vol à la tire. Ni vu, ni connu !"
647,Venec," Attendez, ça on en a déjà parlé ! Celui de l'autre fois, il m'avait pas dit qu'il était unijambiste !"
648,Venec, Pourquoi vous faites ça ? A quoi est-ce que ça vous sert de libérer des galériens ? En plus c'est que de la racaille tout ça !
649,Venec," J'ai fait double journée au début, mais il y en a six qui sont morts. Ça va ! Je vais pas vous dévaliser non plus."
650,Venec," ça le pognon ça reste à la pogne, c'est la règle."
651,Venec," Non, mais c'est entre amis, il parait que c'est toléré entre amis."
652,Venec," Truqué ! Ben tout de suite les grands mots ! Non, mon chien, il est entraîné, eux ils ont pas de chien, alors je leur en prête un que j'ai là, alors évidemment, il est à moitié crevé le machin il fait pas des miracles."
653,Venec," Attendez, je vous pète les prix, vous continuez à râler."
654,Venec," Alexandre le Grand tout le monde sait qui c’est, bon c’est pas pour ça que je saurais le reconnaître si je le croisais à la taverne !"
655,Venec, Tenez lui aussi il le dit qu'il est votre espion ! [Arthur: Quoi ?] Non mais enfin il va pas le crier sur les marchés mais quand il peut placer discret qu'il espionne pour le roi Arthur... C'est important aujourd'hui les curriculums.
656,Venec," Non mais sans vous grouiller, heu, vous serez gentil de pas lambiner ! Parce que moi de l’autre côté, j’ai tous mes supporters qui ont payé double. Et puis, comme c’est quand même des très très gros cons, je voudrais pas qu’ils me volent dans les plumes, sous prétexte que je livre pas ce que j’ai dit."
657,Venec," Les petits pères, les affaires reprennent. Parce que la couronne, là, j’aime autant vous dire qu’elle date pas d’hier. Là, y a de la relique ou je m’appelle pas Venec. […] Qu’est-ce vous en dites ? Bon, hein, imaginez que j’ai mon froc, ça me donne du style ou pas ?"
658,Venec," Donc là, pour le voyageur isolé y'a deux solutions : soit il dépose ses armes, ses objets, sa bouffe et ses fringues par terre, et il s'en va d'où il est venu à poil dans la neige, soit il décide de se battre... À un contre dix."
659,Venec," Je suis pas son associé, je suis pas son associé, si je lui donnais trente pour cent il serait peut-être moins catégorique, si ?"
660,Venec," Ben p't'être... n'empêche que moi, j'préfère quand même quand c'est vous l'roi !"
661,Venec," C'que j'vous explique depuis trois quart d'heure. J'en ai rien a foutre de devenir chevalier. Ce qui m'intéresse, si y a un nouveau roi qui chapeaute tout l'système, c'est d'être en affaires avec."
662,Venec," J'vous ai pas coupés en plein milieu parce que bon... Mais effectivement ça m'concerne pas votre bordel. Qu'vous vous réunissiez pour faire des fédérations, même jouer aux cartes... c'qui compte c'est qu'ce soit moi qui vous fournisse en putes."
663,Venec," Au moins vous serez en sécurité ! [Arthur: Non mais attendez je vais probablement crever pendant le voyage alors...] Vous crèverez en essayant de faire quelque chose, allez, accrochez-vous."
664,Yvain,  Je refuse d’aller me battre pour soutenir une politique d’expansion territoriale dont je ne reconnais pas la légitimité.
665,Yvain,  Je peux pas y aller j’ai une otite.
666,Yvain,  Est-ce qu’on a le droit de boire du cidre ?
667,Yvain,"  Je le prends pas le bouclier, ça fait trop nul !"
668,Yvain,"  Mon père, y dit toujours qu'on arrive jamais en prison par hasard."
669,Yvain,"  Moi, je m'en fous, si on me force à y retourner, je retiens ma respiration jusqu'à qu'on arrête de me forcer à y retourner."
670,Yvain,"  Quand il a ouvert le ventre du troll, j'ai reçu un jet d'acide qui m'a pratiquement acidifié !"
671,Yvain,"  Moi, je me suis fait dérober de l'alimentation tout le long du voyage ! Une véritable dérobade !"
672,Yvain,"  Et moi, j'ai sympathisé avec un crémier qui m'a expliqué les tenants et les aboutissants de sa profession avec beaucoup de simplicité !"
673,Yvain,"  J’étais tellement en colère, je leur ai lancé un de ces regards… Ils ne sont pas venus chercher la monnaie de leur pièce."
674,Yvain,"  Ben Gauvain il est revenu, il s'était planté une écharde comme ça dans le doigt… N’empêche, si ça s’infecte, on peut en mourir, j’vous f'rais dire."
675,Yvain,  J’estime ne pas avoir à subir les fantasmes carriéristes d’une entité générationnelle réactionnaire et oppressive !
676,Yvain,"  Ben oui c'est une rime triple : Blanche et sèche, poitrine et prairie de notre enfance."
677,Yvain,"  Si je fais mon tour pas dans le même sens que vous, ça annule. Mais si je le fais dans le même sens que vous, ça le double !"
678,Yvain,"  C'est sûr que si y'a une dame à sauver et qu'il fait froid, on y va quand même, mais juste avant de sauver la dame, on enlève le lainage qu'on a mis, et comme ça ça montre qu'on craint pas le froid, et ça fait plaisir."
679,Yvain,"  Ah bon! C'est marrant parce que mon père, il a une phrase presque pareil: ""On peut douter de tout sauf de la nécessité de se trouver du côté de celui qui a le pognon""."
680,Yvain,"  La chevalerie, c'est pas là où on range les chevaux ?"
681,Yvain,"  Ouais bah vous encore ça va, moi, même le mot vocabulaire je suis pas sûr à 100% !"
682,Yvain,  Est-ce qu'on peut s'en servir pour donner de l'élan à un pigeon ?
683,Yvain,"  En revanche, je suis triste pour un autre truc mais ça m'embête d'en parler... J'estime que chacun a le droit à son jardin secret."
684,Yvain,  Je crois que je me suis coupé la gencive avec un grumeau cuit. C'est possible ou pas ?
685,Yvain,"  Dans ma chambre c'est le bordel, ça pue et y a des charançons."
686,Yvain,"  Et si on envoyait quelqu’un qui se faufile dans leur camp sans se faire repérer pour observer leurs faits et gestes ? […] Ou alors, ça fait doublon avec l’espionnage ? Je me rends pas compte."
687,Yvain,  Ne vous laissez pas embobiner… Ils cherchent à vous rembobiner !
688,Yvain,"  Parce que en fait dans notre langue, il y a que deux mots qui riment avec complète : c'est quiquette et biseautée. Alors ça va être chaud !"
689,Yvain,"  Il s'est acharné sur moi avec une sauvagerie mêlée de férocité. […] Celui qu'avait qu'une jambe. […] Oui, bah du coup, c'était le plus hargneux. C'était comme s'il se vengeait sur moi de sa jambe euh... Avec une sauvagerie mêlée de férocité."
690,Yvain,"  Ça pique trop de la vie, quoi : ça pique, ça lance, et derrière, comment ça re-pique trop."
691,Yvain,  Vous pouvez pas savoir comment on est trop jouasse d’être là !
692,Yvain,"  Ouais, alors là où je vois que je suis vraiment à cran, c'est que quand vous avez dit malédiction, j'ai fait une série de tout petits pets comme ça : pft pft pft pft pft pft."
693,Yvain,"  Ah bah ouais mais là euh... Le voile noir, le chaos... J'ai passé un cap hein."
694,Yvain,"  Mais c'est trop sur votre route quoi ! Bon y'a une colline, deux collines du coup bi-collines et après c'est carrément votre route !"
695,Yvain,"  Femme, cesse donc de nous esbaudir les oreilles ! Olala, il suffit !"
696,Yvain,  Ah bravo femme. Ce repas fut des plus roboratifs !
697,Yvain,"  Femme, comme je le disais tantôt,tu nous a roboré. Mais sauras tu nous régaler d'un dessert de ton choix ?"
698,Yvain,"  Allez femme, robore nous donc de quelques fruits bien sucrés. Il s'agit d'une régalade !"
699,Yvain,  Femme ! Tu nous esbaubis les oreilles ! Rabats un peu ta casquette !
700,Alzagar,"""Non mais là  tu sera dedans, tu pourra te reposer."""
701,Alzagar,"""Quand il dit 'pute', il dit pas ça dans le mauvais sens du terme."""
702,Alzagar,"""Non, il est pas recherché puisque je l'ai trouvé."""
703,Angharad,"""Hà ben, si un jour j'oublie que je suis boniche, vous serez gentil de me le rappeler !"""
704,Angharad,"""Si Monsieur et Madame préfèrent s'envoyer des fions dans l'intimité, je peux aussi me retirer."""
705,Angharad,"""Entre le calme plat du temps de Madame et la guérilla de cette nuit, je me permets de dire Ã  Monsieur que Monsieur n'a pas bien le sens de la mesure... Monsieur est en dents de scie..."""
706,Angharad,"""Je dois avouer que la chose a du bon, si c'est pour m'éviter la vue de la grande décarade, le défilé des nouvelles têtes, la parade des amoureuses à  calcul, les poids lourds de la jambe légère, le festival de la morue, en somme..."""
707,Angharad,"""Si Monsieur et Madame pouvaient remettre leurs roulages de galoches Ã  plus tard, il me semblerait judicieux de foutre le camp d'ici au plus vite."""
708,Angharad,Monsieur peut considérer que je fais partie d'une sorte de blot. Je viens en sus.
709,Anna de Tintagel,"""Quand on veut être sûr de son coup, mon petit bonhomme, on plante des carottes, on ne joue pas les chefs d'état !"""
710,Anna de Tintagel,"""Excusez-moi, est-ce qu'à  un seul moment, j'aurais par mégarde donné le moindre signe de vouloir discuter avec vous ?"""
711,Anna de Tintagel,Vous êtes une gigantesque tarlouze.
712,Anna de Tintagel,C'est pourtant bien la seule chose que vous seriez capable de lever.
713,Anna de Tintagel,"""Jusqu'à  présent, vous cumuliez trois statuts : bâtard, fils d'assassin et usurpateur. Bâtard, vous le serez toujours, de même que vous serez toujours le fils de votre sale ordure de père... Mais aujourd'hui, vous n'êtes plus roi, vous n'usurpez plus votre titre, c'est déjà  ça."""
714,Appius Manilius,"""J'pensais Ã  une chose, en toute amitiÃé, un gros pain dans votre tête, ça serait de nature à  vous convenir ?"""
715,Appius Manilius,"""En fait, je m'en suis pris deux, mais j'ai cherché la merde."""
716,Appius Manilius,"""Ouais, c'est bien qu'on reste un peu dehors, comme ça j'pourrais vous mettre une grosse tarte en plein air."""
717,Appius Manilius,Désolé mais vous l'avez chié votre mariage. Ce s'rait rien si c'était pas juste la deuxième fois.
718,Appius Manilius,Votre frère il va attaquer un trirème avec une barque ?
719,César," A l'époque, quand je levais le doigt, y avait 15 000 soldats qui gueulaient Imperator ! Maintenant, quand je lève le doigt, c'est pour aller pisser…"
720,César," Imperator ! Aaaaah ! Imperator ! Ah ça fait du bien crénom ! Ça me change de tous ces glands-là... Votre tranquillité par-ci, votre tranquillité par-là… Ça, dis donc… Pour être tranquille, 24h sur 24 au plumard… À pioncer, à bouffer de la compote… Ça, c'est sûr que j'enchaîne pas les crises de nerfs… Mais assieds-toi, là ! On dirait que tu vas chanter une chanson ! Allez !"
721,César," Te laisse pas faire Arturus. (Arturus : C'est-à-dire ?) J'en sais rien, je sais pas. Fais-en ce que tu veux... Démerdes-toi, te laisse pas faire, c'est un ordre."
722,César," On devient pas chef parce qu'on le mérite, andouille ! On devient chef par un concours de circonstances, on le mérite après ! Moi, il m'a p'têt' fallu dix ans pour mériter mon grade, si pas vingt. Tous les jours, j'ai travaillé pour pas nager dans mon uniforme. Y'a pas trente-six solutions. Arturus ? Hein ? Fais semblant ! Fais semblant d'être Dux. Fais semblant de mériter ton grade. Fais semblant d'être un grand chef de guerre. Si tu fais bien semblant, un jour tu verras, t'auras plus besoin !"
723,César," Mais moi non plus, je suis pas le chef suprême de la première puissance mondiale ! Le chef suprême de la première puissance mondiale, c'est celui qui tire les ficelles dans l'arrière-boutique ; moi je suis juste un spectacle de marionnettes. Voilà ! La petite journée désarticulée de César le pantin. Et ça se passe dans le ghetto !"
724,César," Des chefs de guerre, il y en a de toutes sortes. Des bons, des mauvais, des pleines cagettes, il y en a. Mais une fois de temps en temps, il en sort un. Exceptionnel. Un héros. Une légende. Des chefs comme ça, il n'y en a presque jamais. Mais tu sais ce qu'ils ont tous en commun ? Tu sais ce que c'est, leur pouvoir secret ? Ils ne se battent que pour la dignité des faibles."
725,César," C'est pour t'apprendre à faire confiance à la magie... Parce qu'il n'y a que ça qui marche sur Terre, Arturus, la magie. Le reste, ça ne vaut pas un rond."
726,César," Des gamins de partout, plein la chambre. Je sais pas... soixante, quatre-vingt. Des tout petits, de quatre ou cinq ans, et tous ensemble : ""Ave votre tranquillité"", alors moi comme un con : ""Ave les enfants. Alors, ça vous a plu, la visite du palais ? Qu'est-ce que vous avez vu de beau ?"" Euh, bref. Je raconte mes conneries habituelles, puis tout d'un coup j'en repère un, sur le devant, un petit mec, avec des mèches en pétard, et un petit paquet dans la main. On aurait dit que, il faisait la gueule. ""Comment tu t'appelles ?"" Ptt, pas de réponse. ""Il est drôlement joli ton paquet"". Oh, ni oui ni merde. ""Tu veux pas me dire ce que c'est ?"" ""C'est un cadeau pour le général"", qu'y me fait. Bah vous me croirez ou non, j'ai eu beau lui dire que c'était moi le général, y a pas eu moyen. Alors je l'ai pris tout seul avec moi, ça m'a pris la journée. J'ai montré mon uniforme, je l'ai emmené dans la salle des cartes, j'ai montré des maquettes de bateaux. Un moment il faisait presque nuit, je lui ai dit ""écoute, ça va peut-être aller là, non ? Bah, tu vois quand même bien que c'est moi le général, hein, alors tu me donnes le paquet pis on n'en parle plus"". Il m'a dit ""d'accord"". C'était des petites meringues, blanches, rondes comme ça. Ah, drôlement bonnes. On les a mangées tous les deux sur la terrasse, sans rien dire. Voilà. Si je devais choisir une journée à revivre, je prendrais celle-là."
727,Cryda de Tintagel," Pourtant on m'avait prévenu que c'était moche Kaamelott, mais franchement je m'attendais pas à ça ! [...] Ah bah c'est pas compliqué, on dirait un tas de fumier posé sur la colline."
728,Cryda de Tintagel," Ahhh, oui c'est vrai, le mariage ! Oh dis donc c'est magique hein, le mariage ! En trente secondes, on passe de fille de fermier à reine de Bretagne."
729,Cryda de Tintagel," Attention, j’ai rien contre les bouseux... D’habitude je mange pas avec, c’est tout."
730,Cryda de Tintagel," Mmh ! Bâtard ! Quand j'y pense, je crois que je préfèrerais être la tante d'un cochon pesteux."
731,Cryda de Tintagel," D'ailleurs on se faisait une réflexion amusante : c'est vrai, autour de votre Table Ronde, y'a pratiquement que des connards !"
732,Cryda de Tintagel," Bah oui ! Elle doit pas vous déranger beaucoup Tintagel, vous n’y foutez jamais les pieds !"
733,Cryda de Tintagel," Bon encore, nous l’échange d’épouses, on était plutôt pour. (Séli : QUOI ?!) Ben oui, désolée. On préférait la noblesse du pays de Vannes aux pécores nouveaux-riches de Carmélide."
734,Cryda de Tintagel," Allez, vous devriez mettre les bouts, les demi-sels ! C'est gentil d'être passés ! On va vous faire un p'tit sac avec des restes pour manger chez vous."
735,Cryda de Tintagel, Ah bah ! Vous croyez peut-être qu’on a besoin de vos permissions pour venir visiter le fils de Pendragon ?
